time;elev_torq;ail_torq;Pitch;Aileron;Elevator;Rudder;ErrorRud;ErrSumRud;out_I;out_P;out_D;torq_main_rotor;torq_tail_rotor;force_tail;Piro_rate;tail_limt;tail_angle;Pcomp;
5.694685;2;36;1;-0.01703801;0;0;0.06992991;0.007933214;0.4759929;0.003496496;0.0006546503;62.55348;62.40925;89.36211;-0.06992991;0.480144;26.80504;0;
5.711385;0;35;1;-0.01703801;0;0;0.0758102;0.008059817;0.4835891;0.00379051;0.0001408452;62.53802;63.01636;89.34003;-0.0758102;0.4875204;27.06321;0;
5.728085;0;39;1;0;0;0;0.04530858;0.008135483;0.488129;0.002265429;-0.0007305777;62.51105;63.35185;89.3015;-0.04530858;0.4896638;27.13823;0;
5.744784;0;34;1;0;0;0;-0.00636378;0.008124855;0.4874913;-0.000318189;-0.001237661;62.46185;63.3132;89.23121;0.00636378;0.4859354;27.00774;0;
5.761484;0;26;1;0;0;0;-0.05791172;0.008028143;0.4816886;-0.002895586;-0.001234681;62.40498;62.99043;89.14998;0.05791172;0.4775583;26.71454;0;
5.778184;0;17;1;0;0;0;-0.09302784;0.007872786;0.4723672;-0.004651392;-0.0008411047;62.34249;62.5918;89.0607;0.09302784;0.4668747;26.34061;0;
5.794884;0;8;1;0;0;0;-0.1075101;0.007693245;0.4615947;-0.005375505;-0.0003468806;62.27942;62.25912;88.9706;0.1075101;0.4558723;25.95553;0;
5.811584;0;0;1;0;0;0;-0.1054028;0.007517222;0.4510333;-0.00527014;5.047461E-05;62.21927;62.04935;88.88467;0.1054028;0.4458137;25.60348;0;
5.828283;0;-6;1;0;0;0;-0.09398806;0.007360262;0.4416157;-0.004699403;0.0002734067;62.16504;61.9458;88.8072;0.09398806;0.4371897;25.30164;0;
5.844983;0;-11;1;0;0;0;-0.0793654;0.007227722;0.4336633;-0.00396827;0.0003502433;62.11896;61.90007;88.74137;0.0793654;0.4300453;25.05158;0;
5.861683;0;-12;1;0;0;0;-0.06463447;0.007119782;0.4271869;-0.003231724;0.0003528367;62.08253;61.87346;88.68932;0.06463447;0.4243081;24.85078;0;
5.878383;0;-12;1;0;0;0;-0.05052059;0.007035413;0.4221248;-0.002526029;0.0003380571;62.0562;61.85593;88.65171;0.05052059;0.4199368;24.69779;0;
5.895082;0;0;1;0;0;0;-0.03711666;0.006973428;0.4184057;-0.001855833;0.0003210522;62.03894;61.8593;88.62705;0.03711666;0.4168709;24.59048;0;
5.911782;0;0;1;0;0;0;-0.0258258;0.006930299;0.4158179;-0.00129129;0.0002704397;62.02505;61.97969;88.60722;0.0258258;0.4147971;24.5179;0;
5.928482;0;1;1;0;0;0;-0.02249645;0.00689273;0.4135638;-0.001124823;7.974486E-05;62.01197;62.0547;88.58853;0.02249645;0.4125187;24.43815;0;
5.945182;0;1;1;0;0;0;-0.02442738;0.006851936;0.4111162;-0.001221369;-4.624986E-05;62.00006;62.06941;88.57151;0.02442738;0.4098486;24.3447;0;
5.961882;0;2;1;0;0;0;-0.0279659;0.006805233;0.408314;-0.001398295;-8.475481E-05;61.98902;62.03561;88.55574;0.0279659;0.4068309;24.23908;0;
5.978581;0;3;1;0;0;0;-0.0301908;0.006754815;0.4052889;-0.00150954;-5.32911E-05;61.97857;61.99089;88.54081;0.0301908;0.403726;24.13041;0;
5.995281;0;3;1;0;0;0;-0.03042148;0.006704011;0.4022406;-0.001521074;-5.525386E-06;61.96847;61.96253;88.52639;0.03042148;0.400714;24.02499;0;
6.011981;0;3;1;0;0;0;-0.02960357;0.006654573;0.3992743;-0.001480179;1.959074E-05;61.95855;61.95699;88.51221;0.02960357;0.3978138;23.92348;0;
6.028681;0;0;1;0;0;0;-0.02906159;0.00660604;0.3963624;-0.00145308;1.29815E-05;61.94874;61.96349;88.49821;0.02906159;0.3949223;23.82228;0;
6.045381;0;1;1;0;0;0;-0.02926291;0.006557171;0.3934302;-0.001463145;-4.821864E-06;61.94056;61.93584;88.48652;0.02926291;0.3919623;23.71868;0;
6.06208;0;1;1;0;0;0;-0.02838005;0.006509776;0.3905866;-0.001419002;2.114635E-05;61.93327;61.91726;88.4761;0.02838005;0.3891887;23.6216;0;
6.07878;0;2;1;0;0;0;-0.02688978;0.00646487;0.3878922;-0.001344489;3.569493E-05;61.92656;61.91346;88.46652;0.02688978;0.3865834;23.53042;0;
6.09548;0;3;1;0;0.00190635;0;-0.02562907;0.00642207;0.3853242;-0.001281454;3.019671E-05;61.92013;61.92278;88.45733;0.02562907;0.3840729;23.44255;0;
6.11218;0;3;1;0;0.00190635;0;-0.02534191;0.006379749;0.3827849;-0.001267096;6.878001E-06;61.91441;61.93439;88.44917;0.02534191;0.3815247;23.35336;0;
6.12888;6;3;1;0;0.0172763;0;-0.02609934;0.006336163;0.3801698;-0.001304967;-1.814207E-05;61.90901;61.94003;88.44144;0.02609934;0.3788467;23.25963;0;
6.145579;11;0;1;0;0.03264625;0;-0.02753675;0.006290176;0.3774106;-0.001376837;-3.442877E-05;61.90952;61.93544;88.44217;0.02753675;0.3759993;23.15998;0;
6.162279;15;1;1;0;0.04801621;0;-0.02845924;0.00624265;0.374559;-0.001422962;-2.209566E-05;61.92081;61.89906;88.45831;0.02845924;0.3731139;23.05899;0;
6.178979;11;1;1;0;0.04801621;0;-0.02664073;0.006198159;0.3718896;-0.001332037;4.355703E-05;61.94516;61.89242;88.49309;0.02664073;0.3706011;22.97104;0;
6.195679;0;2;1;0;0.03264625;0;-0.02304674;0.006159672;0.3695803;-0.001152337;8.608373E-05;61.97995;61.93475;88.54279;0.02304674;0.368514;22.89799;0;
6.212379;0;2;0.9853449;0;0.04801621;0;-0.1664902;0.005881633;0.352898;-0.00832451;-0.003435772;60.5795;59.13691;86.54214;0.01993967;0.3411377;21.93982;-0.1465505;
6.229078;0;3;0.9853449;0;0.04801621;0;0.06529707;0.005990679;0.3594408;0.003264854;0.005551791;60.64734;62.56215;86.63905;-0.06529707;0.3682574;22.88901;0;
6.245778;0;3;0.9853449;0;0.04801621;0;-0.04760405;0.005911181;0.3546709;-0.002380202;-0.002704218;60.70024;60.7352;86.71462;0.04760405;0.3495864;22.23553;0;
6.262478;7;0;1;0;0.06326701;0;0.09744854;0.00607392;0.3644352;0.004872427;0.003474313;62.18834;63.62709;88.84048;0.049102;0.3727819;23.04737;0.1465505;
6.279178;4;0;1;0;0.06326701;0;-0.1329815;0.005851841;0.3511104;-0.006649076;-0.005519283;62.20428;59.98649;88.86327;0.1329815;0.3389421;21.86297;0;
6.295877;3;1;1;0;0.06326701;0;-0.001204458;0.005849829;0.3509897;-6.022288E-05;0.003156337;62.23421;61.9715;88.90601;0.001204458;0.3540858;22.393;0;
6.312577;9;2;1;0;0.07863696;0;0.01455668;0.005874139;0.3524483;0.0007278338;0.0003775122;62.26254;62.20255;88.94649;-0.01455668;0.3535537;22.37438;0;
6.329277;6;2;1;0;0.07863696;0;0.01822373;0.005904573;0.3542744;0.0009111867;8.783372E-05;62.29846;62.69223;88.9978;-0.01822373;0.3552734;22.43457;0;
6.345977;0;3;1;0;0.07863696;0;-0.004863037;0.005896451;0.3537871;-0.0002431518;-0.0005529765;62.33893;62.72113;89.05561;0.004863037;0.352991;22.35468;0;
6.362677;0;3;1;0;0.07863696;0;-0.0270973;0.005851199;0.3510719;-0.001354865;-0.0005325571;62.37725;62.56751;89.11036;0.0270973;0.3491845;22.22146;0;
6.379376;0;0;1;0;0.07863696;0;-0.0378883;0.005787925;0.3472755;-0.001894415;-0.000258467;62.41321;62.38383;89.16173;0.0378883;0.3451226;22.07929;0;
6.396076;0;0;1;0;0.07863696;0;-0.03548756;0.005728661;0.3437197;-0.001774378;5.750269E-05;62.44774;62.28518;89.21106;0.03548756;0.3420028;21.9701;0;
6.412776;0;1;1;0;0.07863696;0;-0.02532975;0.00568636;0.3411816;-0.001266488;0.0002433007;62.48042;62.32899;89.25774;0.02532975;0.3401585;21.90555;0;
6.429476;0;2;1;0;0.07863696;0;-0.01594397;0.005659734;0.339584;-0.0007971986;0.0002248092;62.5111;62.45536;89.30157;0.01594397;0.3390116;21.86541;0;
6.446176;0;2;1;0;0.07863696;0;-0.01229652;0.005639199;0.3383519;-0.000614826;8.736405E-05;62.53981;62.58198;89.34259;0.01229652;0.3378245;21.82386;0;
6.462875;0;2;1;0;0.07863696;0;-0.014467;0.005615039;0.3369023;-0.0007233503;-5.198763E-05;62.56671;62.65487;89.38102;0.014467;0.336127;21.76444;0;
6.479575;0;3;1;0;0.07863696;0;-0.01934571;0.005582732;0.3349639;-0.0009672857;-0.0001168553;62.59194;62.66908;89.41706;0.01934571;0.3338797;21.68579;0;
6.496275;0;0;1;0;0.07863696;0;-0.02354916;0.005543405;0.3326043;-0.001177458;-0.0001006813;62.61571;62.65303;89.45102;0.02354916;0.3313262;21.59641;0;
6.512975;0;0;1;0;0.07863696;0;-0.02519552;0.005501328;0.3300797;-0.001259776;-3.943378E-05;62.63865;62.61496;89.48378;0.02519552;0.3287805;21.50732;0;
6.529675;-6;1;1;0;0.06326701;0;-0.02329572;0.005462424;0.3277455;-0.001164786;4.550426E-05;62.6605;62.61261;89.51501;0.02329572;0.3266262;21.43192;0;
6.546374;-11;2;1;0;0.04801621;0;-0.02000829;0.00542901;0.3257406;-0.001000414;7.874081E-05;62.67373;62.64732;89.53391;0.02000829;0.324819;21.36866;0;
6.563074;-1;2;1;0;0.06326701;0;-0.01802978;0.005398901;0.323934;-0.0009014889;4.738944E-05;62.67385;62.69069;89.53407;0.01802978;0.3230799;21.3078;0;
6.579774;-8;2;1;0;0.04801621;0;-0.01867399;0.005367715;0.3220629;-0.0009336997;-1.543033E-05;62.67488;62.71742;89.53555;0.01867399;0.3211138;21.23898;0;
6.596474;-5;2;1;0;0.04801621;0;-0.02082353;0.00533294;0.3199764;-0.001041176;-5.148579E-05;62.66619;62.71673;89.52312;0.02082353;0.3188837;21.16093;0;
6.613173;0;0;1;0;0.04801621;0;-0.02345021;0.005293778;0.3176267;-0.001172511;-6.291471E-05;62.65375;62.69408;89.50536;0.02345021;0.3163913;21.07369;0;
6.629873;0;0;1;0;0.04801621;0;-0.02530214;0.005251524;0.3150914;-0.001265107;-4.435745E-05;62.64404;62.63763;89.49149;0.02530214;0.3137819;20.98237;0;
6.646573;0;1;1;0;0.04801621;0;-0.02443782;0.005210713;0.3126428;-0.001221891;2.070226E-05;62.63552;62.60209;89.47931;0.02443782;0.3114416;20.90046;0;
6.663273;0;1;1;0;0.04801621;0;-0.02202627;0.005173929;0.3104357;-0.001101313;5.776176E-05;62.62801;62.59705;89.46859;0.02202627;0.3093922;20.82873;0;
6.679973;0;2;1;0;0.04801621;0;-0.01981277;0.005140841;0.3084505;-0.0009906384;5.301793E-05;62.62125;62.6138;89.45893;0.01981277;0.3075129;20.76295;0;
6.696672;6;2;1;0;0.06326701;0;-0.01902706;0.005109066;0.306544;-0.0009513529;1.881936E-05;62.61508;62.63309;89.45012;0.01902706;0.3056114;20.6964;0;
6.713372;-3;2;0.9853449;0;0.04801621;0;-0.1663349;0.004831287;0.2898772;-0.008316747;-0.003528332;61.17284;59.76974;87.38978;0.01978439;0.2780321;19.73112;-0.1465505;
6.730072;-2;0;1;0;0.04801621;0;0.2096206;0.005181353;0.3108812;0.01048103;0.009004923;62.65251;65.99373;89.50359;-0.06307006;0.3303671;21.56285;0.1465505;
6.746772;-2;0;0.9853449;0;0.04801621;0;-0.2801386;0.004713522;0.2828113;-0.01400693;-0.01173076;61.19416;57.85818;87.42023;0.133588;0.2570736;18.99758;-0.1465505;
6.763472;-2;1;1;0;0.04801621;0;0.2104636;0.005064996;0.3038998;0.01052318;0.01175095;62.67239;65.93803;89.53198;-0.06391307;0.3261739;21.41609;0.1465505;
6.780171;-2;1;1;0;0.04801621;0;-0.1283929;0.00485058;0.2910348;-0.006419644;-0.008116324;62.65158;60.44778;89.50227;0.1283929;0.2764988;19.67746;0;
6.796871;0;2;1;0;0.04801621;0;0.002408586;0.004854602;0.2912761;0.0001204293;0.003132969;62.64487;62.70916;89.49268;-0.002408586;0.2945295;20.30853;0;
6.813571;0;2;1;0;0.04801621;0;-0.001204196;0.004852591;0.2911555;-6.02098E-05;-8.653371E-05;62.63448;62.54787;89.47784;0.001204196;0.2910087;20.1853;0;
6.830271;13;2;1;0;0.07863696;0;0.004070748;0.004859389;0.2915634;0.0002035374;0.0001263459;62.62662;62.89655;89.4666;-0.004070748;0.2918932;20.21626;0;
6.846971;8;0;1;0;0.07863696;0;-0.01171026;0.004839833;0.29039;-0.0005855128;-0.0003779881;62.63173;62.85722;89.47389;0.01171026;0.2894265;20.12993;0;
6.86367;13;0;1;0;0.09400691;0;-0.02460153;0.004798749;0.2879249;-0.001230077;-0.000308773;62.64864;62.72805;89.49806;0.02460153;0.2863861;20.02351;0;
6.88037;23;1;1;0;0.1247468;0;-0.02886005;0.004750553;0.2850332;-0.001443002;-0.0001020004;62.67769;62.59993;89.53956;0.02886005;0.2834882;19.92208;0;
6.89707;16;1;1;0;0.1247468;0;-0.02389973;0.00471064;0.2826384;-0.001194987;0.0001188099;62.72623;62.57687;89.60889;0.02389973;0.2815622;19.85468;0;
6.91377;33;2;1;0;0.1707375;0;-0.01476614;0.00468598;0.2811588;-0.000738307;0.0002187687;62.79329;62.68429;89.7047;0.01476614;0.2806393;19.82237;0;
6.93047;23;2;1;0;0.1707375;0;-0.008134461;0.004672396;0.2803437;-0.0004067231;0.0001588426;62.88049;62.82593;89.82927;0.008134461;0.2800959;19.80336;0;
6.947169;0;2;1;0;0.1707375;0;-0.004764703;0.004664438;0.2798663;-0.0002382352;8.071277E-05;62.99494;63.0177;89.99277;0.004764703;0.2797088;19.78981;0;
6.963869;2;0;1;0;0.1707375;0;-0.005887672;0.004654606;0.2792763;-0.0002943836;-2.689747E-05;63.10064;63.17764;90.14378;0.005887672;0.2789551;19.76343;0;
6.980569;-11;0;1;0;0.1399976;0;-0.01006021;0.004637805;0.2782683;-0.0005030105;-9.9941E-05;63.19527;63.2504;90.27895;0.01006021;0.2776653;19.71829;0;
6.997269;-6;1;1;0;0.1399976;0;-0.01292161;0.004616226;0.2769736;-0.0006460803;-6.853646E-05;63.26604;63.29538;90.38007;0.01292161;0.2762589;19.66906;0;
7.013968;-3;1;1;0;0.1399976;0;-0.01429255;0.004592358;0.2755415;-0.0007146275;-3.283696E-05;63.32401;63.33051;90.46288;0.01429255;0.274794;19.61779;0;
7.030668;-8;2;1;0;0.1247468;0;-0.01435081;0.004568392;0.2741035;-0.0007175407;-1.395578E-06;63.37165;63.37173;90.53094;0.01435081;0.2733846;19.56846;0;
7.047368;-5;2;1;0;0.1247468;0;-0.01404583;0.004544935;0.2726961;-0.0007022913;7.305115E-06;63.40377;63.41845;90.57682;0.01404583;0.2720011;19.52004;0;
7.064068;-10;2;1;0;0.1093769;0;-0.01464273;0.004520482;0.2712289;-0.0007321366;-1.429713E-05;63.42789;63.45856;90.61127;0.01464273;0.2704825;19.46689;0;
7.080768;-20;0;1;0;0.07863696;0;-0.01614698;0.004493516;0.269611;-0.000807349;-3.602991E-05;63.43705;63.4777;90.62435;0.01614698;0.2687676;19.40687;0;
7.097467;-21;0;1;0;0.06326701;0;-0.01805156;0.00446337;0.2678022;-0.0009025781;-4.56187E-05;63.41945;63.45032;90.59922;0.01805156;0.266854;19.33989;0;
7.114167;-15;1;1;0;0.06326701;0;-0.01941876;0.004430941;0.2658565;-0.0009709382;-3.27474E-05;63.38175;63.40699;90.54536;0.01941876;0.2648528;19.26985;0;
7.130867;-17;1;1;0;0.04801621;0;-0.02051166;0.004396687;0.2638012;-0.001025583;-2.617701E-05;63.33387;63.35442;90.47695;0.02051166;0.2627495;19.19623;0;
7.147567;-19;2;1;0;0.03264625;0;-0.02135642;0.004361022;0.2616613;-0.001067821;-2.023386E-05;63.26931;63.29411;90.38473;0.02135642;0.2605733;19.12006;0;
7.164267;-12;2;1;0;0.03264625;0;-0.02244259;0.004323543;0.2594126;-0.001122129;-2.601609E-05;63.18983;63.21935;90.27119;0.02244259;0.2582644;19.03926;0;
7.180966;-15;2;1;0;0.0172763;0;-0.02383498;0.004283738;0.2570243;-0.001191749;-3.335058E-05;63.10639;63.13516;90.15199;0.02383498;0.2557992;18.95297;0;
7.197666;-9;0;1;0;0.0172763;0;-0.02517757;0.004241692;0.2545015;-0.001258879;-3.2158E-05;63.01242;63.03895;90.01775;0.02517757;0.2532105;18.86237;0;
7.214366;0;0;1;0;0.00190635;0;-0.02625087;0.004197853;0.2518712;-0.001312543;-2.570763E-05;62.91846;62.91869;89.88351;0.02625087;0.250533;18.76865;0;
7.231066;-1;1;1;0;0;0;-0.02584052;0.004154699;0.249282;-0.001292026;9.828654E-06;62.83433;62.80854;89.76333;0.02584052;0.2479998;18.67999;0;
7.247766;-1;1;1;0;0;0;-0.02392705;0.004114741;0.2468845;-0.001196353;4.58316E-05;62.75649;62.72511;89.65213;0.02392705;0.2457339;18.60069;0;
7.264465;-2;1;0.9853449;0;0;0;-0.1682749;0.003833722;0.2300233;-0.008413746;-0.003457434;61.24008;59.79732;87.48582;0.02172438;0.2181521;17.63532;-0.1465505;
7.281165;-2;2;0.9853449;0;0;0;0.06345147;0.003939686;0.2363812;0.003172573;0.005550332;61.21101;63.10062;87.4443;-0.06345147;0.2451041;18.57864;0;
7.297865;-2;2;0.9853449;0;0;0;-0.04802605;0.003859482;0.2315689;-0.002401302;-0.00267012;61.17381;61.16314;87.39115;0.04802605;0.2264975;17.92741;0;
7.314565;-3;0;0.9853449;0;0;0;-0.04691193;0.00378114;0.2268684;-0.002345596;2.668548E-05;61.14101;61.103;87.3443;0.04691193;0.2245495;17.85923;0;
7.331264;-3;0;0.9853449;0;0;0;-0.04406907;0.003707544;0.2224527;-0.002203454;6.809233E-05;61.10786;60.77145;87.29694;0.04406907;0.2203173;17.71111;0;
7.347964;-3;1;0.9853449;0;0;0;-0.0237319;0.003667912;0.2200747;-0.001186595;0.0004871179;61.07593;60.82307;87.25133;0.0237319;0.2193752;17.67813;0;
7.364664;0;1;0.9853449;0;0;0;-0.008491403;0.003653731;0.2192239;-0.0004245702;0.0003650419;61.04487;60.96953;87.20696;0.008491403;0.2191644;17.67075;0;
7.381364;-1;1;0.9853449;0;0;0;-0.003839694;0.003647319;0.2188391;-0.0001919847;0.0001114182;61.01777;61.09974;87.16825;0.003839694;0.2187586;17.65655;0;
7.398064;-2;1;0.8825212;0;-0.001787204;0;-1.03673;0.001915981;0.1149588;-0.05183648;-0.02473988;51.56934;40.9853;73.67048;0.008491614;0.03838248;11.34339;-1.028238;
7.414763;-22;2;0.8237817;0;-0.04396521;0;0.02683324;0.001960792;0.1176475;0.001341662;0.02547456;46.9112;53.74807;67.01601;-0.6142275;0.1444637;15.05623;-0.5873942;
7.431463;-17;0;0.7943524;0;-0.04396521;0;-0.08663787;0.001816107;0.1089664;-0.004331894;-0.002717871;44.81895;49.36722;64.02708;-0.2076553;0.1019166;13.56708;-0.2942932;
7.448163;-14;0;0.7943524;0;-0.04396521;0;-0.06119803;0.001713906;0.1028344;-0.003059901;0.0006093376;45.02712;49.3138;64.32446;0.06119803;0.1003838;13.51343;0;
7.464863;8;0;0.7209579;0;-0.001787204;0;-1.046646;-3.399346E-05;-0.002039608;-0.05233232;-0.02360355;39.87069;29.00727;56.95812;0.3127017;-0.07797548;7.270858;-0.7339448;
7.481563;5;0;0.7209579;0;-0.001787204;0;0.3286713;0.0005148876;0.03089326;0.01643356;0.03294174;40.13073;47.32611;57.32962;-0.3286713;0.08026856;12.8094;0;
7.498262;5;0;0.6622185;0;0;0;-0.6843083;-0.0006279072;-0.03767443;-0.03421542;-0.02426298;36.47729;27.39484;52.11042;0.09691408;-0.09615283;6.634651;-0.5873942;
7.514962;4;1;0.6622185;0;0;0;0.4380769;0.0001036812;0.006220871;0.02190384;0.02688348;36.74111;45.01811;52.4873;-0.4380769;0.05500819;11.92529;0;
7.531662;2;0;0.6034791;0;0;0;-0.6393824;-0.0009640874;-0.05784524;-0.03196912;-0.02580741;33.44708;25.75267;47.78154;0.05198815;-0.1156218;5.953238;-0.5873942;
7.548362;1;0;0.6034791;0;0;0;0.4010639;-0.0002943107;-0.01765864;0.02005319;0.02492087;33.70575;42.4018;48.15107;-0.4010639;0.02731542;10.95604;0;
7.565062;0;0;0.5741689;0;0;0;-0.4064458;-0.0009730752;-0.05838451;-0.02032229;-0.01934155;32.29192;28.17382;46.13131;0.1133441;-0.09804835;6.568308;-0.2931017;
7.581761;-1;0;0.5741689;0;0;0;0.1297961;-0.0007563158;-0.04537895;0.006489803;0.01284412;32.52172;36.51939;46.45959;-0.1297961;-0.02604503;9.088424;0;
7.598461;-2;0;0.5007744;0;0;0;-0.8401973;-0.002159445;-0.1295667;-0.04200987;-0.02323337;29.01795;17.34605;41.45422;0.1062526;-0.19481;3.181651;-0.7339448;
7.615161;-2;0;0.5007744;0;0;0;0.5811107;-0.001188991;-0.07133944;0.02905553;0.0340433;29.24426;39.08393;41.77751;-0.5811107;-0.008240601;9.711579;0;
7.631861;-2;0;0.4714643;0;0;0;-0.2950394;-0.001681706;-0.1009024;-0.01475197;-0.02098563;28.09318;24.57884;40.13312;0.001938054;-0.13664;5.217601;-0.2931014;
7.648561;-3;0;0.442035;0;0;0;-0.08944373;-0.001831077;-0.1098646;-0.004472186;0.004924447;27.03417;27.8921;38.62025;-0.2048491;-0.1094124;6.170567;-0.2942929;
7.66526;-3;0;0.42738;0;0;0;0.006366625;-0.001820445;-0.1092267;0.0003183313;0.002294859;26.61526;28.38773;38.0218;-0.1529172;-0.1066135;6.268527;-0.1465505;
7.68196;-3;0;0.42738;0;0;0;0.04756795;-0.001741007;-0.1044604;0.002378397;0.000986858;26.77649;29.09492;38.25212;-0.04756795;-0.1010951;6.46167;0;
7.69866;0;0;0.42738;0;0;0;-0.08912041;-0.001889838;-0.1133903;-0.00445602;-0.003273972;26.9257;26.77628;38.46528;0.08912041;-0.1211203;5.760791;0;
7.71536;-1;0;0.42738;0;0;0;-0.079647;-0.002022848;-0.1213709;-0.00398235;0.0002269079;27.06854;26.27902;38.66935;0.079647;-0.1251263;5.620578;0;
7.732059;-2;0;0.42738;0;0;0;-0.03258866;-0.002077271;-0.1246363;-0.001629433;0.001127146;27.20285;26.2753;38.86121;0.03258866;-0.1251386;5.62015;0;
7.748759;-2;0;0.42738;0;0;0;0.02224545;-0.002040121;-0.1224073;0.001112272;0.001313392;27.32924;26.90663;39.04178;-0.02224545;-0.1199816;5.800643;0;
7.765459;-2;0;0.4127249;0;0;0;-0.09957441;-0.002206411;-0.1323846;-0.004978721;-0.002917841;26.85155;24.66923;38.35935;-0.04697642;-0.1402812;5.090158;-0.1465508;
7.782159;-3;0;0.4127249;0;0;0;0.1750296;-0.001914111;-0.1148467;0.008751479;0.00657734;26.96784;29.47196;38.52548;-0.1750296;-0.09951784;6.516875;0;
7.798859;-3;0;0.3980698;0;0;0;-0.1200758;-0.002114638;-0.1268783;-0.00600379;-0.007068392;26.49229;24.9359;37.84613;-0.02647474;-0.1399504;5.101735;-0.1465505;
7.815558;-3;0;0.3980698;0;0;0;0.117858;-0.001917815;-0.1150689;0.005892902;0.005699014;26.59797;29.19946;37.99709;-0.117858;-0.103477;6.378306;0;
7.832258;0;0;0.3980698;0;0;0;-0.03600615;-0.001977945;-0.1186767;-0.001800308;-0.00368537;26.6922;26.85087;38.13171;0.03600615;-0.1241624;5.654316;0;
7.848958;-1;0;0.3980698;0;0;0;-0.04505424;-0.002053186;-0.1231911;-0.002252712;-0.0002167206;26.78472;26.66757;38.26388;0.04505424;-0.1256606;5.60188;0;
7.865658;-2;0;0.3393304;0;0;0;-0.6252019;-0.003097273;-0.1858364;-0.0312601;-0.01389575;24.73392;14.70138;35.33416;0.03780768;-0.2309922;1.915272;-0.5873942;
7.882358;-2;0;0.3393304;0;0;0;0.5526112;-0.002174412;-0.1304647;0.02763056;0.02821109;24.83242;32.90839;35.47489;-0.5526112;-0.07462309;7.388192;0;
7.899057;-2;0;0.3393304;0;0;0;0.07350136;-0.002051665;-0.1230999;0.003675068;-0.01147569;24.90545;26.61518;35.57921;-0.07350136;-0.1309005;5.418481;0;
7.915757;-2;0;0.3393304;0;0;0;-0.02759134;-0.002097743;-0.1258646;-0.001379567;-0.002421382;24.98314;26.75338;35.6902;0.02759134;-0.1296655;5.461707;0;
7.932457;-3;0;0.3393304;0;0;0;-0.1315018;-0.002317351;-0.1390411;-0.00657509;-0.002488873;25.05446;24.57225;35.79209;0.1315018;-0.148105;4.816325;0;
7.949157;-3;0;0.3393304;0;0;0;-0.1021521;-0.002487945;-0.1492767;-0.005107606;0.000702986;25.12316;23.87025;35.89023;0.1021521;-0.1536813;4.621154;0;
7.965857;0;0;0.4714643;0;0;0;1.293656;-0.0003275394;-0.01965236;0.0646828;0.03343253;30.72098;50.2164;43.88711;0.02768297;0.07846297;12.7462;1.321339;
7.982556;-1;0;0.4714643;0;0;0;-1.174183;-0.002288425;-0.1373055;-0.05870916;-0.05910992;30.71727;11.51016;43.88181;1.174183;-0.2551246;1.070639;0;
7.999256;-1;0;0.5300846;0;0;0;0.550508;-0.001369077;-0.08214462;0.0275254;0.04130996;33.85384;38.88025;48.36263;0.03569506;-0.01330926;9.534176;0.586203;
8.015956;-2;0;0.5300846;0;0;0;-0.3310282;-0.001921894;-0.1153136;-0.01655141;-0.02111464;33.82475;22.8416;48.32106;0.3310282;-0.1529797;4.64571;0;
8.032656;-2;0;0.5741689;0;0;0;0.7583683;-0.0006554191;-0.03932515;0.03791841;0.02609333;36.40647;43.23278;52.00925;-0.3175252;0.02468659;10.86403;0.4408431;
8.049356;-2;0;0.6034791;0;0;0;0.2068169;-0.0003100348;-0.01860209;0.01034085;-0.01321081;38.18594;38.00003;54.55135;0.08628473;-0.02147205;9.248478;0.2931017;
8.066055;-2;0;0.6034791;0;0;0;-0.07465425;-0.0004347074;-0.02608245;-0.003732713;-0.006741825;38.1179;36.29549;54.45414;0.07465425;-0.03655699;8.720506;0;
8.082755;-2;0;0.6034791;0;0;0;0.03318106;-0.0003792951;-0.02275771;0.001659053;0.002582881;38.05996;38.42034;54.37137;-0.03318106;-0.01851577;9.351948;0;
8.099455;0;0;0.6034791;0;0;0;0.01180948;-0.0003595733;-0.02157439;0.0005904741;-0.000511894;38.00612;38.16114;54.29446;-0.01180948;-0.02149582;9.247646;0;
8.116155;-1;0;0.6034791;0;0;0;0.002653145;-0.0003551425;-0.02130855;0.0001326573;-0.0002193134;37.95889;38.24567;54.22699;-0.002653145;-0.0213952;9.251168;0;
8.132854;-1;0;0.6475635;0;0;0;0.4266514;0.0003573654;0.02144192;0.02133257;0.01015565;40.84386;46.7047;58.34837;0.01419227;0.05293014;11.85256;0.4408437;
8.149554;13;0;0.6622185;0;0.03264625;0;-0.212179;3.026487E-06;0.0001815892;-0.01060895;-0.01530133;41.76596;37.63448;59.66566;0.3587295;-0.02572869;9.099496;0.1465505;
8.166254;36;0;0.6622185;0;0.09400691;0;-0.1130186;-0.0001857145;-0.01114287;-0.005650928;0.0023751;41.67704;38.89327;59.53864;0.1130186;-0.0144187;9.495345;0;
8.182954;25;0;0.6622185;0;0.09400691;0;0.0515189;-9.967795E-05;-0.005980677;0.002575945;0.003941017;41.60572;40.68106;59.43674;-0.0515189;0.0005362846;10.01877;0;
8.199654;40;0;0.6622185;0;0.1399976;0;0.1055395;7.657299E-05;0.00459438;0.005276974;0.001293906;41.56173;42.0389;59.37389;-0.1055395;0.01116526;10.39078;0;
8.216353;27;0;0.6622185;0;0.1399976;0;0.07662162;0.0002045311;0.01227187;0.003831081;-0.0006926434;41.53317;42.6492;59.3331;-0.07662162;0.0154103;10.53936;0;
