Power_pitch;Power_cyclic;Power_tail;Power_0;Power_oversp;
1728;97;228;627;0;
1701;228;209;624;0;
1686;255;238;622;0;
1676;262;306;618;0;
1667;224;330;614;0;
1623;395;296;608;0;
1615;378;251;604;0;
1515;267;210;601;0;
1451;215;213;602;0;
1337;96;240;607;0;
1304;108;254;610;0;
1308;100;252;615;0;
1288;50;240;619;0;
1228;1;223;627;0;
1226;15;217;632;0;
355;144;293;852;0;
258;44;-184;830;0;
730;303;145;802;0;
687;40;258;775;0;
548;1;72;762;0;
445;11;169;764;0;
124;24;57;765;0;
46;1;169;767;0;
45;4;73;767;0;
44;6;91;766;0;
42;3;84;765;0;
41;1;86;764;0;
40;1;85;763;0;
39;0;85;763;0;
38;3;85;762;0;
38;5;85;761;0;
37;0;85;760;0;
37;2;85;759;0;
36;4;84;758;0;
36;0;84;757;0;
35;1;84;757;0;
35;3;84;756;0;
34;0;84;755;0;
34;0;84;754;0;
34;3;84;754;0;
34;4;84;753;0;
33;0;84;752;0;
33;2;84;752;0;
33;3;84;751;0;
33;0;84;750;0;
32;2;84;750;0;
32;3;83;749;0;
32;0;83;749;0;
32;1;83;748;0;
32;3;83;747;0;
